"2026-06-18 00:07:00,554 ERROR [http-nio-8081-exec-2] com.tpe.cinetime.security.JwtUtils:Access token is expired: JWT expired at 2026-06-17T20:46:07Z. Current time: 2026-06-17T21:07:00Z, a difference of 1253552 milliseconds.  Allowed clock skew: 0 milliseconds.
""2026-06-26 20:12:03,862 ERROR [http-nio-8081-exec-5] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: column "status" is of type integer but expression is of type character varying
  İpucu: You will need to rewrite or cast the expression.
  Position: 179
""2026-06-26 20:12:03,881 WARN  [http-nio-8081-exec-6] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:SQL Error: 0, SQLState: 42804
""2026-06-26 20:12:03,881 ERROR [http-nio-8081-exec-6] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: column "status" is of type integer but expression is of type character varying
  İpucu: You will need to rewrite or cast the expression.
  Position: 179
""2026-06-26 20:12:10,370 INFO  [http-nio-8081-exec-9] com.tpe.cinetime.service.authentication.AuthService:Inside login method
""2026-06-26 20:12:10,479 INFO  [http-nio-8081-exec-9] com.tpe.cinetime.security.JwtUtils:Refresh token generated and saved in Redis. Key: refreshToken:user:1
""2026-06-26 20:12:10,487 INFO  [http-nio-8081-exec-1] com.tpe.cinetime.service.authentication.AuthService:Inside login method
""2026-06-26 20:12:10,571 INFO  [http-nio-8081-exec-1] com.tpe.cinetime.security.JwtUtils:Refresh token generated and saved in Redis. Key: refreshToken:user:1
""2026-06-26 20:12:10,584 WARN  [http-nio-8081-exec-3] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:SQL Error: 0, SQLState: 42804
""2026-06-26 20:12:10,584 ERROR [http-nio-8081-exec-3] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: column "status" is of type integer but expression is of type character varying
  İpucu: You will need to rewrite or cast the expression.
  Position: 179
""2026-06-26 20:12:43,874 WARN  [http-nio-8081-exec-2] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:SQL Error: 0, SQLState: 42883
""2026-06-26 20:12:43,874 ERROR [http-nio-8081-exec-2] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: operator does not exist: integer = character varying
  İpucu: No operator matches the given name and argument types. You might need to add explicit type casts.
  Position: 463
""2026-06-26 20:12:43,877 WARN  [http-nio-8081-exec-3] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:SQL Error: 0, SQLState: 42883
""2026-06-26 20:12:43,877 ERROR [http-nio-8081-exec-3] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: operator does not exist: integer = character varying
  İpucu: No operator matches the given name and argument types. You might need to add explicit type casts.
  Position: 463
""2026-06-26 20:12:43,879 WARN  [http-nio-8081-exec-4] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:SQL Error: 0, SQLState: 42883
""2026-06-26 20:12:43,879 ERROR [http-nio-8081-exec-4] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: operator does not exist: integer = character varying
  İpucu: No operator matches the given name and argument types. You might need to add explicit type casts.
  Position: 463
""2026-06-26 20:15:42,431 INFO  [http-nio-8081-exec-7] com.tpe.cinetime.service.authentication.AuthService:Inside login method
""2026-06-26 20:15:42,512 INFO  [http-nio-8081-exec-7] com.tpe.cinetime.security.JwtUtils:Refresh token generated and saved in Redis. Key: refreshToken:user:1
""2026-06-26 20:16:36,691 INFO  [SpringApplicationShutdownHook] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
""2026-06-26 20:16:36,810 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown initiated...
""2026-06-26 20:16:36,811 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown completed.
""2026-06-29 10:43:06,127 INFO  [main] com.tpe.cinetime.CinetimeApplication:Starting CinetimeApplication using Java 17.0.18 on MacBurak-Mac-mini.local with PID 4818 (/Users/burak/Desktop/developer/cinetime/target/classes started by burak in /Users/burak/Desktop/developer/cinetime)
""2026-06-29 10:43:06,128 INFO  [main] com.tpe.cinetime.CinetimeApplication:No active profile set, falling back to 1 default profile: "default"
""2026-06-29 10:43:06,497 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 10:43:06,498 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2026-06-29 10:43:06,555 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 54 ms. Found 11 JPA repository interfaces.
""2026-06-29 10:43:06,560 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 10:43:06,561 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data Redis repositories in DEFAULT mode.
""2026-06-29 10:43:06,567 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.MovieRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,567 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,567 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingSeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,567 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.PaymentRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,567 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.TicketRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,567 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.CinemaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,567 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.HallRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,568 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.SeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,568 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.showtime.ShowtimeRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,568 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.RoleRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,568 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 10:43:06,568 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
""2026-06-29 10:43:06,777 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8081 (http)
""2026-06-29 10:43:06,782 INFO  [main] org.apache.catalina.core.StandardService:Starting service [Tomcat]
""2026-06-29 10:43:06,782 INFO  [main] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.78]
""2026-06-29 10:43:06,821 INFO  [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
""2026-06-29 10:43:06,821 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 676 ms
""2026-06-29 10:43:06,999 INFO  [main] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
""2026-06-29 10:43:07,020 INFO  [main] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.15.Final
""2026-06-29 10:43:07,066 INFO  [main] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2026-06-29 10:43:07,092 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
""2026-06-29 10:43:07,165 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
""2026-06-29 10:43:07,171 INFO  [main] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
""2026-06-29 10:43:07,612 INFO  [main] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2026-06-29 10:43:07,617 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 10:43:08,000 WARN  [main] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration:spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2026-06-29 10:43:08,103 INFO  [main] org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver:Exposing 1 endpoint(s) beneath base path '/actuator'
""2026-06-29 10:43:08,118 INFO  [main] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@74d4f542, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@25d5327, org.springframework.security.web.context.SecurityContextPersistenceFilter@6c54d0dc, org.springframework.security.web.header.HeaderWriterFilter@3b32f0b4, org.springframework.web.filter.CorsFilter@188500e9, org.springframework.security.web.authentication.logout.LogoutFilter@29897daf, com.tpe.cinetime.security.AuthTokenFilter@1188e08b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7c74ef4a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@54519d74, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7c1e5d14, org.springframework.security.web.session.SessionManagementFilter@3280a79a, org.springframework.security.web.access.ExceptionTranslationFilter@18918ab9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@664217a8]
""2026-06-29 10:43:08,234 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat started on port(s): 8081 (http) with context path ''
""2026-06-29 10:43:08,239 INFO  [main] com.tpe.cinetime.CinetimeApplication:Started CinetimeApplication in 2.248 seconds (JVM running for 2.407)
""2026-06-29 10:43:16,187 INFO  [http-nio-8081-exec-1] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring DispatcherServlet 'dispatcherServlet'
""2026-06-29 10:43:16,531 WARN  [http-nio-8081-exec-9] org.springdoc.core.ParameterInfo:Using the following default value : asc, without spring conversionService
""2026-06-29 10:43:16,538 INFO  [http-nio-8081-exec-9] org.springdoc.api.AbstractOpenApiResource:Init duration for springdoc-openapi is: 194 ms
""2026-06-29 11:05:16,724 INFO  [SpringApplicationShutdownHook] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 11:05:16,731 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown initiated...
""2026-06-29 11:05:16,732 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown completed.
""2026-06-29 11:07:31,519 INFO  [main] com.tpe.cinetime.CinetimeApplication:Starting CinetimeApplication using Java 17.0.18 on MacBurak-Mac-mini.local with PID 5093 (/Users/burak/Desktop/developer/cinetime/target/classes started by burak in /Users/burak/Desktop/developer/cinetime)
""2026-06-29 11:07:31,521 INFO  [main] com.tpe.cinetime.CinetimeApplication:No active profile set, falling back to 1 default profile: "default"
""2026-06-29 11:07:31,881 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 11:07:31,881 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2026-06-29 11:07:31,937 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 53 ms. Found 11 JPA repository interfaces.
""2026-06-29 11:07:31,943 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 11:07:31,943 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data Redis repositories in DEFAULT mode.
""2026-06-29 11:07:31,949 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.MovieRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,950 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,950 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingSeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,950 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.PaymentRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,950 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.TicketRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,950 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.CinemaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,950 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.HallRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,951 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.SeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,951 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.showtime.ShowtimeRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,951 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.RoleRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,951 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 11:07:31,951 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
""2026-06-29 11:07:32,177 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8081 (http)
""2026-06-29 11:07:32,181 INFO  [main] org.apache.catalina.core.StandardService:Starting service [Tomcat]
""2026-06-29 11:07:32,182 INFO  [main] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.78]
""2026-06-29 11:07:32,220 INFO  [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
""2026-06-29 11:07:32,220 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 679 ms
""2026-06-29 11:07:32,393 INFO  [main] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
""2026-06-29 11:07:32,413 INFO  [main] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.15.Final
""2026-06-29 11:07:32,456 INFO  [main] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2026-06-29 11:07:32,481 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
""2026-06-29 11:07:32,533 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
""2026-06-29 11:07:32,540 INFO  [main] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
""2026-06-29 11:07:32,904 INFO  [main] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2026-06-29 11:07:32,908 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 11:07:33,285 WARN  [main] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration:spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2026-06-29 11:07:33,385 INFO  [main] org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver:Exposing 1 endpoint(s) beneath base path '/actuator'
""2026-06-29 11:07:33,398 INFO  [main] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7c1e5d14, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2fb3c930, org.springframework.security.web.context.SecurityContextPersistenceFilter@eccaf1b, org.springframework.security.web.header.HeaderWriterFilter@650d5a3d, org.springframework.web.filter.CorsFilter@479f738a, org.springframework.security.web.authentication.logout.LogoutFilter@63075ad1, com.tpe.cinetime.security.AuthTokenFilter@12e13abd, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@74b13aa, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@31d09031, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@772db1d8, org.springframework.security.web.session.SessionManagementFilter@50ac63b2, org.springframework.security.web.access.ExceptionTranslationFilter@1ef8f7e6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@74d4f542]
""2026-06-29 11:07:33,509 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat started on port(s): 8081 (http) with context path ''
""2026-06-29 11:07:33,515 INFO  [main] com.tpe.cinetime.CinetimeApplication:Started CinetimeApplication in 2.128 seconds (JVM running for 2.31)
""2026-06-29 11:08:13,095 INFO  [http-nio-8081-exec-2] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring DispatcherServlet 'dispatcherServlet'
""2026-06-29 11:08:13,312 WARN  [http-nio-8081-exec-2] org.springdoc.core.ParameterInfo:Using the following default value : asc, without spring conversionService
""2026-06-29 11:08:13,321 INFO  [http-nio-8081-exec-2] org.springdoc.api.AbstractOpenApiResource:Init duration for springdoc-openapi is: 202 ms
""2026-06-29 11:08:13,377 INFO  [http-nio-8081-exec-3] com.tpe.cinetime.service.authentication.AuthService:Inside login method
""2026-06-29 11:08:13,861 INFO  [http-nio-8081-exec-3] com.tpe.cinetime.security.JwtUtils:Refresh token generated and saved in Redis. Key: refreshToken:user:1
""2026-06-29 11:08:13,895 INFO  [http-nio-8081-exec-4] com.tpe.cinetime.service.authentication.AuthService:Inside register method
""2026-06-29 11:08:14,007 INFO  [http-nio-8081-exec-5] com.tpe.cinetime.service.authentication.AuthService:Inside login method
""2026-06-29 11:08:14,085 INFO  [http-nio-8081-exec-5] com.tpe.cinetime.security.JwtUtils:Refresh token generated and saved in Redis. Key: refreshToken:user:10
""2026-06-29 11:08:14,130 WARN  [http-nio-8081-exec-6] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:SQL Error: 0, SQLState: 42804
""2026-06-29 11:08:14,130 ERROR [http-nio-8081-exec-6] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: column "status" is of type integer but expression is of type character varying
  İpucu: You will need to rewrite or cast the expression.
  Position: 179
""2026-06-29 11:08:14,187 WARN  [http-nio-8081-exec-1] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:SQL Error: 0, SQLState: 42883
""2026-06-29 11:08:14,187 ERROR [http-nio-8081-exec-1] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: operator does not exist: integer = character varying
  İpucu: No operator matches the given name and argument types. You might need to add explicit type casts.
  Position: 463
""2026-06-29 11:08:14,200 WARN  [http-nio-8081-exec-3] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:SQL Error: 0, SQLState: 42883
""2026-06-29 11:08:14,200 ERROR [http-nio-8081-exec-3] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: operator does not exist: integer = character varying
  İpucu: No operator matches the given name and argument types. You might need to add explicit type casts.
  Position: 463
""2026-06-29 11:08:14,329 INFO  [http-nio-8081-exec-2] org.apache.coyote.http11.Http11Processor:Error parsing HTTP request header
 Note: further occurrences of HTTP request parsing errors will be logged at DEBUG level.
"java.lang.IllegalArgumentException: Invalid character found in the request target [/showtimes?movieId={{movieId}} ]. The valid characters are defined in RFC 7230 and RFC 3986
	at org.apache.coyote.http11.Http11InputBuffer.parseRequestLine(Http11InputBuffer.java:482)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:263)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:926)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1791)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:842)
"2026-06-29 11:08:14,479 ERROR [http-nio-8081-exec-7] com.tpe.cinetime.security.AuthenticationEntryPointJwt:Unauthorized error: Full authentication is required to access this resource
""2026-06-29 11:08:14,490 ERROR [http-nio-8081-exec-9] com.tpe.cinetime.security.AuthenticationEntryPointJwt:Unauthorized error: Full authentication is required to access this resource
""2026-06-29 11:08:52,357 INFO  [http-nio-8081-exec-5] com.tpe.cinetime.service.authentication.AuthService:Inside login method
""2026-06-29 11:08:52,465 INFO  [http-nio-8081-exec-5] com.tpe.cinetime.security.JwtUtils:Refresh token generated and saved in Redis. Key: refreshToken:user:1
""2026-06-29 11:09:32,309 WARN  [http-nio-8081-exec-7] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:SQL Error: 0, SQLState: 42883
